"Month","Category Group/Category","Category Group","Category","Budgeted","Activity","Available"
"Oct 2020","Hidden Categories: Louisa, James, Ciaran","Hidden Categories","Louisa, James, Ciaran",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Lee and Ola","Hidden Categories","Lee and Ola",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Car Insurance (Monthly)","Hidden Categories","Car Insurance (Monthly)",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Life Insurance","Hidden Categories","Life Insurance",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Social Workers Union","Hidden Categories","Social Workers Union",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Car Seat","Hidden Categories","Car Seat",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: New Car Deposit","Hidden Categories","New Car Deposit",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Moving Costs","Hidden Categories","Moving Costs",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Workspace Upgrades","Hidden Categories","Workspace Upgrades",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: Lou's iPhone","Hidden Categories","Lou's iPhone",£0.00,£0.00,£0.00
"Oct 2020","Hidden Categories: New TV","Hidden Categories","New TV",£0.00,£0.00,£0.00
"Nov 2020","Unplanned Expenses: Spending Money","Unplanned Expenses","Spending Money",£323.62,-£323.62,£0.00
"Nov 2020","Unplanned Expenses: Eating Out / Take Out","Unplanned Expenses","Eating Out / Take Out",£60.50,-£60.50,£0.00
"Nov 2020","To Use and Dispose: Lou's Birthday Clothes","To Use and Dispose","Lou's Birthday Clothes",£0.00,£0.00,£0.00
"Nov 2020","To Use and Dispose: Birthday Bike","To Use and Dispose","Birthday Bike",£0.00,£0.00,£500.00
"Nov 2020","Regular Expenses: Petrol","Regular Expenses","Petrol",£54.62,-£54.62,£0.00
"Nov 2020","Regular Expenses: Weekly Food","Regular Expenses","Weekly Food",£255.82,-£255.82,£0.00
"Nov 2020","Regular Expenses: Transportation","Regular Expenses","Transportation",£18.00,-£18.00,£0.00
"Nov 2020","For Chloe: Babysitting","For Chloe","Babysitting",£0.00,£0.00,£0.00
"Nov 2020","For Chloe: Chloe Essentials","For Chloe","Chloe Essentials",£47.93,-£47.93,£0.00
"Nov 2020","For Chloe: Chloe Clothes","For Chloe","Chloe Clothes",£29.00,-£29.00,£0.00
"Nov 2020","For Chloe: Chloe Toys/Books","For Chloe","Chloe Toys/Books",£0.00,£0.00,£0.00
"Nov 2020","For Chloe: Chloe's Future","For Chloe","Chloe's Future",£20.00,£0.70,£577.65
"Nov 2020","Monthly Bills: Mortgage","Monthly Bills","Mortgage",£0.00,£0.00,£0.00
"Nov 2020","Monthly Bills: Mortgage Life Cover","Monthly Bills","Mortgage Life Cover",£0.00,£0.00,£0.00
"Nov 2020","Monthly Bills: Nursery/Childcare","Monthly Bills","Nursery/Childcare",£1222.00,-£1222.00,£0.00
"Nov 2020","Monthly Bills: Energy","Monthly Bills","Energy",£171.48,-£261.48,£0.00
"Nov 2020","Monthly Bills: Internet and TV","Monthly Bills","Internet and TV",£34.00,-£34.00,£0.00
"Nov 2020","Monthly Bills: Council Tax","Monthly Bills","Council Tax",£321.00,-£321.00,£0.00
"Nov 2020","Monthly Bills: Joe's Phone","Monthly Bills","Joe's Phone",£12.00,-£12.00,£0.00
"Nov 2020","Monthly Bills: Lou's Phone","Monthly Bills","Lou's Phone",£12.00,-£12.00,£0.00
"Nov 2020","Monthly Bills: Car Finance","Monthly Bills","Car Finance",£273.72,-£273.72,£0.00
"Nov 2020","Monthly Bills: Entertainment","Monthly Bills","Entertainment",£21.98,-£21.98,£0.00
"Nov 2020","Monthly Bills: Online Storage","Monthly Bills","Online Storage",£12.48,-£12.48,£0.00
"Nov 2020","Monthly Bills: Home Security","Monthly Bills","Home Security",£0.00,£0.00,£0.00
"Nov 2020","Monthly Bills: Online Services","Monthly Bills","Online Services",£13.14,-£13.14,£0.00
"Nov 2020","Monthly Bills: Giving","Monthly Bills","Giving",£7.00,-£7.00,£0.00
"Nov 2020","Monthly Bills: Rent","Monthly Bills","Rent",£1150.00,-£1150.00,£0.00
"Nov 2020","Off-Monthly Bills: Car Tax (Annual)","Off-Monthly Bills","Car Tax (Annual)",£13.97,£0.00,£119.38
"Nov 2020","Off-Monthly Bills: Car Breakdown (Annual)","Off-Monthly Bills","Car Breakdown (Annual)",-£5.15,-£18.31,£0.00
"Nov 2020","Off-Monthly Bills: Car Insurance (Annual)","Off-Monthly Bills","Car Insurance (Annual)",£0.00,-£150.00,£0.00
"Nov 2020","Off-Monthly Bills: Car MOT (Annual)","Off-Monthly Bills","Car MOT (Annual)",£11.00,£0.00,£33.00
"Nov 2020","Off-Monthly Bills: Home Insurance (Annual)","Off-Monthly Bills","Home Insurance (Annual)",£10.00,£0.00,£20.00
"Nov 2020","Off-Monthly Bills: Factor Fees (3-5 months)","Off-Monthly Bills","Factor Fees (3-5 months)",£0.00,£0.00,£0.00
"Nov 2020","Off-Monthly Bills: TV License (Annual)","Off-Monthly Bills","TV License (Annual)",£13.33,£0.00,£80.02
"Nov 2020","Off-Monthly Bills: YNAB (Annual)","Off-Monthly Bills","YNAB (Annual)",£2.49,-£36.42,£0.00
"Nov 2020","Recreation: Books","Recreation","Books",£8.00,£0.00,£19.01
"Nov 2020","Recreation: Crafts","Recreation","Crafts",£10.00,£0.00,£50.00
"Nov 2020","Recreation: Clothing","Recreation","Clothing",£0.00,£0.00,£0.00
"Nov 2020","Recreation: Cinema","Recreation","Cinema",£0.00,£0.00,£0.00
"Nov 2020","Recreation: Football","Recreation","Football",£0.00,£0.00,£0.00
"Nov 2020","Rainy Days: ⚠️ Emergency Buffer","Rainy Days","⚠️ Emergency Buffer",£0.00,£0.00,£0.00
"Nov 2020","Rainy Days: Cards/Presents","Rainy Days","Cards/Presents",£50.00,-£87.73,£51.29
"Nov 2020","Rainy Days: Christmas 2022 Pot","Rainy Days","Christmas 2022 Pot",£0.00,£0.00,£0.00
"Nov 2020","Rainy Days: Chloe's Birthday","Rainy Days","Chloe's Birthday",£16.67,£0.00,£66.68
"Nov 2020","Rainy Days: Car Services","Rainy Days","Car Services",£15.00,£0.00,£129.00
"Nov 2020","Rainy Days: Trips","Rainy Days","Trips",£0.00,£0.00,£1457.00
"Nov 2020","Rainy Days: New Glasses","Rainy Days","New Glasses",£0.00,£0.00,£0.00
"Nov 2020","Rainy Days: Dental","Rainy Days","Dental",£0.00,£0.00,£240.00
"Nov 2020","Rainy Days: Medical","Rainy Days","Medical",£0.00,£0.00,£0.00
"Nov 2020","House: Front Door Loan Repayment","House","Front Door Loan Repayment",£0.00,£0.00,£0.00
"Nov 2020","House: Living Room","House","Living Room",£0.00,£0.00,£0.00
"Nov 2020","House: Kitchen","House","Kitchen",£0.00,£0.00,£0.00
"Nov 2020","House: Chloe's Bedroom","House","Chloe's Bedroom",£0.00,£0.00,£0.00
"Nov 2020","House: Our Bedroom","House","Our Bedroom",£0.00,£0.00,£0.00
"Nov 2020","House: Bathroom","House","Bathroom",£0.00,£0.00,£0.00
"Nov 2020","House: Garden","House","Garden",£0.00,£0.00,£0.00
"Nov 2020","House: Upstairs Hall","House","Upstairs Hall",£0.00,£0.00,£0.00
"Nov 2020","House: Loft","House","Loft",£0.00,£0.00,£0.00
"Nov 2020","House: Study","House","Study",£0.00,£0.00,£0.00
"Nov 2020","House: Other","House","Other",£0.00,£0.00,£0.00
"Nov 2020","House: Services","House","Services",£0.00,£0.00,£0.00
"Nov 2020","House: House Pot","House","House Pot",-£2.32,£0.00,£34812.41
"Nov 2020","Saving Goals: New Laptop for Joe","Saving Goals","New Laptop for Joe",£0.00,£0.00,£0.00
"Nov 2020","Saving Goals: Family Holiday 2022","Saving Goals","Family Holiday 2022",£0.00,£0.00,£0.00
"Nov 2020","Saving Goals: BIG Holiday 2026ish","Saving Goals","BIG Holiday 2026ish",£0.00,£0.00,£0.00
"Nov 2020","Saving Goals: Back Extension","Saving Goals","Back Extension",£0.00,£0.00,£0.00
"Nov 2020","On Hold: Gaming Upgrade","On Hold","Gaming Upgrade",£0.00,£0.00,£500.00
"Nov 2020","Credit Card Payments: Halifax CC","Credit Card Payments","Halifax CC",£0.00,£0.00,£0.00
"Nov 2020","Credit Card Payments: Nectar CC","Credit Card Payments","Nectar CC",£0.00,£201.01,£496.46
"Nov 2020","Money Owed: Nana's Shoe Fund for Chloe","Money Owed","Nana's Shoe Fund for Chloe",£0.00,£0.00,£0.00
"Nov 2020","Money Owed: Relocation Expenses","Money Owed","Relocation Expenses",£0.00,£0.00,£0.00
"Nov 2020","Money Owed: Work Expenses","Money Owed","Work Expenses",£0.00,£0.00,£0.00
"Nov 2020","Money Owed: Owed To Us","Money Owed","Owed To Us",£59.99,-£59.99,£0.00
"Nov 2020","Hidden Categories: Lou's Future","Hidden Categories","Lou's Future",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou's Birthday Fund 2020","Hidden Categories","Lou's Birthday Fund 2020",£100.00,-£30.59,£69.41
"Nov 2020","Hidden Categories: New Laptop for Lou","Hidden Categories","New Laptop for Lou",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Leaving Do","Hidden Categories","Leaving Do",£0.00,£0.00,£500.00
"Nov 2020","Hidden Categories: Water","Hidden Categories","Water",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: HCPC Fee","Hidden Categories","HCPC Fee",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: DBS Renewal Fee","Hidden Categories","DBS Renewal Fee",£0.00,£0.00,£1.08
"Nov 2020","Hidden Categories: Disney+ (Annual)","Hidden Categories","Disney+ (Annual)",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Parking Permit","Hidden Categories","Parking Permit",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Visitor Permits","Hidden Categories","Visitor Permits",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Gardening Disposal","Hidden Categories","Gardening Disposal",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Gray (NCT)","Hidden Categories","Gray (NCT)",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Joe from Lou","Hidden Categories","Joe from Lou",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Pakkeleg","Hidden Categories","Pakkeleg",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou from Joe","Hidden Categories","Lou from Joe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Joe Parents","Hidden Categories","Joe Parents",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou Parents","Hidden Categories","Lou Parents",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Gym","Hidden Categories","Gym",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Home Decoration","Hidden Categories","Home Decoration",£56.65,-£66.65,£0.00
"Nov 2020","Hidden Categories: Therapy","Hidden Categories","Therapy",£45.00,-£45.00,£0.00
"Nov 2020","Hidden Categories: Contact Lenses","Hidden Categories","Contact Lenses",£16.00,£0.00,£19.00
"Nov 2020","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Ed and Ling","Hidden Categories","Ed and Ling",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Christmas 2021 Pot","Hidden Categories","Christmas 2021 Pot",£40.89,-£13.70,£436.30
"Nov 2020","Hidden Categories: Chloe from us","Hidden Categories","Chloe from us",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Bill and Rae","Hidden Categories","Bill and Rae",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou from Joe","Hidden Categories","Lou from Joe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Joe from Lou","Hidden Categories","Joe from Lou",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Stocking fillers","Hidden Categories","Stocking fillers",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Caroline and Richard","Hidden Categories","Caroline and Richard",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Rachel from us","Hidden Categories","Rachel from us",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Nanna from Chloe","Hidden Categories","Nanna from Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Barry from us","Hidden Categories","Barry from us",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Grandad from Chloe","Hidden Categories","Grandad from Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Soren from us","Hidden Categories","Soren from us",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Morfar from Chloe","Hidden Categories","Morfar from Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Kirsten from us","Hidden Categories","Kirsten from us",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Mormor from Chloe","Hidden Categories","Mormor from Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Bill and Rae","Hidden Categories","Bill and Rae",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Olee","Hidden Categories","Olee",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Caroline and Richard","Hidden Categories","Caroline and Richard",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Stocking Fillers","Hidden Categories","Stocking Fillers",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Joe","Hidden Categories","Joe",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou","Hidden Categories","Lou",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Rachel, Barry","Hidden Categories","Rachel, Barry",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Barry","Hidden Categories","Barry",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Rachel","Hidden Categories","Rachel",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Ed, Ling","Hidden Categories","Ed, Ling",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Billy and Rae","Hidden Categories","Billy and Rae",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Kirsten, Søren","Hidden Categories","Kirsten, Søren",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Søren","Hidden Categories","Søren",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Kirsten","Hidden Categories","Kirsten",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Nete","Hidden Categories","Nete",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Caroline, Richard","Hidden Categories","Caroline, Richard",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Louisa, James, Ciaran","Hidden Categories","Louisa, James, Ciaran",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lee and Ola","Hidden Categories","Lee and Ola",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Car Insurance (Monthly)","Hidden Categories","Car Insurance (Monthly)",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Life Insurance","Hidden Categories","Life Insurance",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Social Workers Union","Hidden Categories","Social Workers Union",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Car Seat","Hidden Categories","Car Seat",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: New Car Deposit","Hidden Categories","New Car Deposit",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Moving Costs","Hidden Categories","Moving Costs",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Workspace Upgrades","Hidden Categories","Workspace Upgrades",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: Lou's iPhone","Hidden Categories","Lou's iPhone",£0.00,£0.00,£0.00
"Nov 2020","Hidden Categories: New TV","Hidden Categories","New TV",£0.00,£0.00,£0.00
"Dec 2020","Unplanned Expenses: Spending Money","Unplanned Expenses","Spending Money",£246.05,-£246.05,£0.00
"Dec 2020","Unplanned Expenses: Eating Out / Take Out","Unplanned Expenses","Eating Out / Take Out",£43.10,-£43.10,£0.00
"Dec 2020","To Use and Dispose: Lou's Birthday Clothes","To Use and Dispose","Lou's Birthday Clothes",£0.00,£0.00,£0.00
"Dec 2020","To Use and Dispose: Birthday Bike","To Use and Dispose","Birthday Bike",£0.00,£0.00,£500.00
"Dec 2020","Regular Expenses: Petrol","Regular Expenses","Petrol",£50.00,-£50.00,£0.00
"Dec 2020","Regular Expenses: Weekly Food","Regular Expenses","Weekly Food",£337.42,-£337.42,£0.00
"Dec 2020","Regular Expenses: Transportation","Regular Expenses","Transportation",£10.60,-£10.60,£0.00
"Dec 2020","For Chloe: Babysitting","For Chloe","Babysitting",£0.00,£0.00,£0.00
"Dec 2020","For Chloe: Chloe Essentials","For Chloe","Chloe Essentials",£9.75,-£9.75,£0.00
"Dec 2020","For Chloe: Chloe Clothes","For Chloe","Chloe Clothes",£49.50,-£49.50,£0.00
"Dec 2020","For Chloe: Chloe Toys/Books","For Chloe","Chloe Toys/Books",£8.00,-£8.00,£0.00
"Dec 2020","For Chloe: Chloe's Future","For Chloe","Chloe's Future",£20.00,£0.59,£598.24
"Dec 2020","Monthly Bills: Mortgage","Monthly Bills","Mortgage",£0.00,£0.00,£0.00
"Dec 2020","Monthly Bills: Mortgage Life Cover","Monthly Bills","Mortgage Life Cover",£0.00,£0.00,£0.00
"Dec 2020","Monthly Bills: Nursery/Childcare","Monthly Bills","Nursery/Childcare",£1222.00,-£1222.00,£0.00
"Dec 2020","Monthly Bills: Energy","Monthly Bills","Energy",£156.19,-£156.19,£0.00
"Dec 2020","Monthly Bills: Internet and TV","Monthly Bills","Internet and TV",£34.00,-£34.00,£0.00
"Dec 2020","Monthly Bills: Council Tax","Monthly Bills","Council Tax",£321.00,-£321.00,£0.00
"Dec 2020","Monthly Bills: Joe's Phone","Monthly Bills","Joe's Phone",£12.00,-£12.00,£0.00
"Dec 2020","Monthly Bills: Lou's Phone","Monthly Bills","Lou's Phone",£12.00,-£12.00,£0.00
"Dec 2020","Monthly Bills: Car Finance","Monthly Bills","Car Finance",£273.72,-£273.72,£0.00
"Dec 2020","Monthly Bills: Entertainment","Monthly Bills","Entertainment",£21.98,-£21.98,£0.00
"Dec 2020","Monthly Bills: Online Storage","Monthly Bills","Online Storage",£13.27,-£13.27,£0.00
"Dec 2020","Monthly Bills: Home Security","Monthly Bills","Home Security",£0.00,£0.00,£0.00
"Dec 2020","Monthly Bills: Online Services","Monthly Bills","Online Services",£12.92,-£12.92,£0.00
"Dec 2020","Monthly Bills: Giving","Monthly Bills","Giving",£7.00,-£7.00,£0.00
"Dec 2020","Monthly Bills: Rent","Monthly Bills","Rent",£1150.00,-£1150.00,£0.00
"Dec 2020","Off-Monthly Bills: Car Tax (Annual)","Off-Monthly Bills","Car Tax (Annual)",£15.31,£0.00,£134.69
"Dec 2020","Off-Monthly Bills: Car Breakdown (Annual)","Off-Monthly Bills","Car Breakdown (Annual)",£1.84,£0.00,£1.84
"Dec 2020","Off-Monthly Bills: Car Insurance (Annual)","Off-Monthly Bills","Car Insurance (Annual)",£25.00,£0.00,£25.00
"Dec 2020","Off-Monthly Bills: Car MOT (Annual)","Off-Monthly Bills","Car MOT (Annual)",£11.00,£0.00,£44.00
"Dec 2020","Off-Monthly Bills: Home Insurance (Annual)","Off-Monthly Bills","Home Insurance (Annual)",£10.00,£0.00,£30.00
"Dec 2020","Off-Monthly Bills: Factor Fees (3-5 months)","Off-Monthly Bills","Factor Fees (3-5 months)",£0.00,£0.00,£0.00
"Dec 2020","Off-Monthly Bills: TV License (Annual)","Off-Monthly Bills","TV License (Annual)",£13.33,£0.00,£93.35
"Dec 2020","Off-Monthly Bills: YNAB (Annual)","Off-Monthly Bills","YNAB (Annual)",£3.37,£0.00,£3.37
"Dec 2020","Recreation: Books","Recreation","Books",£8.00,-£6.00,£21.01
"Dec 2020","Recreation: Crafts","Recreation","Crafts",-£40.00,£0.00,£10.00
"Dec 2020","Recreation: Clothing","Recreation","Clothing",£0.00,£0.00,£0.00
"Dec 2020","Recreation: Cinema","Recreation","Cinema",£0.00,£0.00,£0.00
"Dec 2020","Recreation: Football","Recreation","Football",£0.00,£0.00,£0.00
"Dec 2020","Rainy Days: ⚠️ Emergency Buffer","Rainy Days","⚠️ Emergency Buffer",£0.00,£0.00,£0.00
"Dec 2020","Rainy Days: Cards/Presents","Rainy Days","Cards/Presents",£5.95,-£57.24,£0.00
"Dec 2020","Rainy Days: Christmas 2022 Pot","Rainy Days","Christmas 2022 Pot",£0.00,£0.00,£0.00
"Dec 2020","Rainy Days: Chloe's Birthday","Rainy Days","Chloe's Birthday",£16.67,£0.00,£83.35
"Dec 2020","Rainy Days: Car Services","Rainy Days","Car Services",£15.00,£0.00,£144.00
"Dec 2020","Rainy Days: Trips","Rainy Days","Trips",£0.00,£0.00,£1457.00
"Dec 2020","Rainy Days: New Glasses","Rainy Days","New Glasses",£0.00,£0.00,£0.00
"Dec 2020","Rainy Days: Dental","Rainy Days","Dental",£0.00,£0.00,£240.00
"Dec 2020","Rainy Days: Medical","Rainy Days","Medical",£0.00,£0.00,£0.00
"Dec 2020","House: Front Door Loan Repayment","House","Front Door Loan Repayment",£0.00,£0.00,£0.00
"Dec 2020","House: Living Room","House","Living Room",£0.00,£0.00,£0.00
"Dec 2020","House: Kitchen","House","Kitchen",£0.00,£0.00,£0.00
"Dec 2020","House: Chloe's Bedroom","House","Chloe's Bedroom",£0.00,£0.00,£0.00
"Dec 2020","House: Our Bedroom","House","Our Bedroom",£0.00,£0.00,£0.00
"Dec 2020","House: Bathroom","House","Bathroom",£0.00,£0.00,£0.00
"Dec 2020","House: Garden","House","Garden",£0.00,£0.00,£0.00
"Dec 2020","House: Upstairs Hall","House","Upstairs Hall",£0.00,£0.00,£0.00
"Dec 2020","House: Loft","House","Loft",£0.00,£0.00,£0.00
"Dec 2020","House: Study","House","Study",£0.00,£0.00,£0.00
"Dec 2020","House: Other","House","Other",£0.00,£0.00,£0.00
"Dec 2020","House: Services","House","Services",£0.00,£0.00,£0.00
"Dec 2020","House: House Pot","House","House Pot",£10107.89,-£800.00,£44120.30
"Dec 2020","Saving Goals: New Laptop for Joe","Saving Goals","New Laptop for Joe",£0.00,£0.00,£0.00
"Dec 2020","Saving Goals: Family Holiday 2022","Saving Goals","Family Holiday 2022",£0.00,£0.00,£0.00
"Dec 2020","Saving Goals: BIG Holiday 2026ish","Saving Goals","BIG Holiday 2026ish",£0.00,£0.00,£0.00
"Dec 2020","Saving Goals: Back Extension","Saving Goals","Back Extension",£0.00,£0.00,£0.00
"Dec 2020","On Hold: Gaming Upgrade","On Hold","Gaming Upgrade",-£500.00,£0.00,£0.00
"Dec 2020","Credit Card Payments: Halifax CC","Credit Card Payments","Halifax CC",£0.00,£0.00,£0.00
"Dec 2020","Credit Card Payments: Nectar CC","Credit Card Payments","Nectar CC",£0.00,-£2.24,£494.22
"Dec 2020","Money Owed: Nana's Shoe Fund for Chloe","Money Owed","Nana's Shoe Fund for Chloe",£0.00,£0.00,£0.00
"Dec 2020","Money Owed: Relocation Expenses","Money Owed","Relocation Expenses",£0.00,£0.00,£0.00
"Dec 2020","Money Owed: Work Expenses","Money Owed","Work Expenses",£0.00,£0.00,£0.00
"Dec 2020","Money Owed: Owed To Us","Money Owed","Owed To Us",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Lou's Future","Hidden Categories","Lou's Future",£500.00,£0.00,£500.00
"Dec 2020","Hidden Categories: Lou's Birthday Fund 2020","Hidden Categories","Lou's Birthday Fund 2020",-£40.00,-£11.00,£18.41
"Dec 2020","Hidden Categories: New Laptop for Lou","Hidden Categories","New Laptop for Lou",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Leaving Do","Hidden Categories","Leaving Do",-£500.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Water","Hidden Categories","Water",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: HCPC Fee","Hidden Categories","HCPC Fee",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: DBS Renewal Fee","Hidden Categories","DBS Renewal Fee",£0.00,£0.00,£1.08
"Dec 2020","Hidden Categories: Disney+ (Annual)","Hidden Categories","Disney+ (Annual)",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Parking Permit","Hidden Categories","Parking Permit",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Visitor Permits","Hidden Categories","Visitor Permits",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Gardening Disposal","Hidden Categories","Gardening Disposal",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Gray (NCT)","Hidden Categories","Gray (NCT)",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Joe from Lou","Hidden Categories","Joe from Lou",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Pakkeleg","Hidden Categories","Pakkeleg",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Lou from Joe","Hidden Categories","Lou from Joe",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Joe Parents","Hidden Categories","Joe Parents",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Lou Parents","Hidden Categories","Lou Parents",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Gym","Hidden Categories","Gym",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Home Decoration","Hidden Categories","Home Decoration",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Therapy","Hidden Categories","Therapy",£135.00,-£135.00,£0.00
"Dec 2020","Hidden Categories: Contact Lenses","Hidden Categories","Contact Lenses",£16.00,£0.00,£35.00
"Dec 2020","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Dec 2020","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
